#HEADER
Time (s),0
#DATA
Ryz (m),X (m),Defect Charge Density (C \cdot cm^{-3})
6.000000000000001e-9,-9.750000000000002e-8,-1.3105445152455375
6.000000000000001e-9,-9.416666666666668e-8,-1.3062661641495263
6.000000000000001e-9,-9.083333333333335e-8,-1.2929458156842917
6.000000000000001e-9,-8.750000000000002e-8,-1.269100675553425
6.000000000000001e-9,-8.416666666666669e-8,-1.2323150703001424
6.000000000000001e-9,-8.083333333333335e-8,-1.1799652677705246
6.000000000000001e-9,-7.750000000000001e-8,-1.1111402549966862
6.000000000000001e-9,-7.416666666666669e-8,-1.0262912462343088
6.000000000000001e-9,-7.083333333333335e-8,-0.9277509590062198
6.000000000000001e-9,-6.750000000000002e-8,-0.8301966002740673
6.000000000000001e-9,-6.472222222222224e-8,-0.7527155119039002
6.000000000000001e-9,-6.194444444444446e-8,-0.7010259622709373
6.000000000000001e-9,-5.916666666666668e-8,-0.6739924703363803
6.000000000000001e-9,-5.63888888888889e-8,-0.6719621555385511
6.000000000000001e-9,-5.3611111111111124e-8,-0.6971617668390719
6.000000000000001e-9,-5.0833333333333345e-8,-0.7550167946818795
6.000000000000001e-9,-4.8055555555555573e-8,-0.8584122159715732
6.000000000000001e-9,-4.527777777777779e-8,-1.0052522737332
6.000000000000001e-9,-4.2500000000000017e-8,-1.1557412006643015
6.000000000000001e-9,-4.200000000000002e-8,-1.2631518761956726
6.000000000000001e-9,-4.1500000000000014e-8,-1.3270464893250127
6.000000000000001e-9,-4.1000000000000016e-8,-1.379017973896846
6.000000000000001e-9,-4.050000000000002e-8,-1.433654624262083
6.000000000000001e-9,-4.0000000000000014e-8,-1.4914976631547074
6.000000000000001e-9,-3.9500000000000016e-8,-1.5514009721750714
6.000000000000001e-9,-3.900000000000002e-8,-1.6116882057614548
6.000000000000001e-9,-3.8500000000000014e-8,-1.672472404758144
6.000000000000001e-9,-3.8000000000000016e-8,-1.7357157869027597
6.000000000000001e-9,-3.750000000000001e-8,-1.8023786112275033
6.000000000000001e-9,-3.7000000000000014e-8,-1.8706364622242404
6.000000000000001e-9,-3.6500000000000016e-8,-1.9384399007544102
6.000000000000001e-9,-3.600000000000002e-8,-2.0066135265119325
6.000000000000001e-9,-3.550000000000002e-8,-2.076476632322359
6.000000000000001e-9,-3.500000000000001e-8,-2.145130167443086
6.000000000000001e-9,-3.450000000000001e-8,-2.2071716185610786
6.000000000000001e-9,-3.400000000000001e-8,-2.260644869002207
6.000000000000001e-9,-3.3500000000000015e-8,-2.306739117106231
6.000000000000001e-9,-3.300000000000002e-8,-2.3446604306118957
6.000000000000001e-9,-3.250000000000002e-8,-2.3718110075409475
6.000000000000001e-9,-3.200000000000002e-8,-2.3880966073105894
6.000000000000001e-9,-3.150000000000001e-8,-2.3964852996991683
6.000000000000001e-9,-3.100000000000001e-8,-2.400380365011116
6.000000000000001e-9,-3.0500000000000015e-8,-2.40207790450535
6.000000000000001e-9,-3.000000000000002e-8,-2.402788473809791
6.000000000000001e-9,-2.950000000000002e-8,-2.4030773748095813
6.000000000000001e-9,-2.900000000000002e-8,-2.403192198787786
6.000000000000001e-9,-2.850000000000001e-8,-2.403237012016773
6.000000000000001e-9,-2.8000000000000012e-8,-2.4032542545703386
6.000000000000001e-9,-2.7500000000000015e-8,-2.4032608272941065
6.000000000000001e-9,-2.7000000000000017e-8,-2.4032633255219773
6.000000000000001e-9,-2.650000000000002e-8,-2.4032642876612953
6.000000000000001e-9,-2.600000000000002e-8,-2.4032646772947226
6.000000000000001e-9,-2.550000000000001e-8,-2.4032648438750748
6.000000000000001e-9,-2.5000000000000012e-8,-2.4032649133163204
6.000000000000001e-9,-2.4500000000000014e-8,-2.403264938961681
6.000000000000001e-9,-2.4000000000000016e-8,-2.4032649472309315
6.000000000000001e-9,-2.350000000000002e-8,-2.40326494979682
6.000000000000001e-9,-2.3000000000000007e-8,-2.403264950639931
6.000000000000001e-9,-2.2500000000000023e-8,-2.403264950913331
6.000000000000001e-9,-2.2000000000000012e-8,-2.4032649509846657
6.000000000000001e-9,-2.1500000000000014e-8,-2.4032649509977277
6.000000000000001e-9,-2.1000000000000016e-8,-2.403264950999743
6.000000000000001e-9,-2.0500000000000018e-8,-2.4032649510001285
6.000000000000001e-9,-2.000000000000002e-8,-2.403264951000231
6.000000000000001e-9,-1.950000000000001e-8,-2.4032649510001542
6.000000000000001e-9,-1.900000000000001e-8,-2.403264950999811
6.000000000000001e-9,-1.8500000000000013e-8,-2.403264950999855
6.000000000000001e-9,-1.8000000000000016e-8,-2.403264951000131
6.000000000000001e-9,-1.7500000000000018e-8,-2.403264951000131
6.000000000000001e-9,-1.700000000000002e-8,-2.403264951000094
6.000000000000001e-9,-1.6500000000000022e-8,-2.4032649510000024
6.000000000000001e-9,-1.600000000000001e-8,-2.4032649509999615
6.000000000000001e-9,-1.5500000000000013e-8,-2.403264950999934
6.000000000000001e-9,-1.5000000000000015e-8,-2.403264950999934
6.000000000000001e-9,-1.4500000000000017e-8,-2.403264950999934
6.000000000000001e-9,-1.400000000000002e-8,-2.403264950999802
6.000000000000001e-9,-1.3500000000000008e-8,-2.403264950999762
6.000000000000001e-9,-1.300000000000001e-8,-2.403264950999934
6.000000000000001e-9,-1.2500000000000013e-8,-2.403264951000171
6.000000000000001e-9,-1.2000000000000015e-8,-2.403264951000131
6.000000000000001e-9,-1.1500000000000017e-8,-2.4032649510000024
6.000000000000001e-9,-1.1000000000000006e-8,-2.4032649510000006
6.000000000000001e-9,-1.0500000000000008e-8,-2.4032649509999713
6.000000000000001e-9,-1.000000000000001e-8,-2.403264950999973
6.000000000000001e-9,-9.500000000000012e-9,-2.4032649509999926
6.000000000000001e-9,-9.000000000000014e-9,-2.4032649509999526
6.000000000000001e-9,-8.500000000000017e-9,-2.4032649509999926
6.000000000000001e-9,-8.000000000000019e-9,-2.403264951000022
6.000000000000001e-9,-7.500000000000008e-9,-2.4032649509999624
6.000000000000001e-9,-7.00000000000001e-9,-2.4032649509999136
6.000000000000001e-9,-6.500000000000012e-9,-2.403264950999933
6.000000000000001e-9,-6.000000000000014e-9,-2.4032649509999535
6.000000000000001e-9,-5.500000000000016e-9,-2.4032649509999615
6.000000000000001e-9,-5.000000000000005e-9,-2.4032649509999917
6.000000000000001e-9,-4.500000000000007e-9,-2.4032649509999917
6.000000000000001e-9,-4.000000000000009e-9,-2.403264950999963
6.000000000000001e-9,-3.5000000000000115e-9,-2.4032649509999335
6.000000000000001e-9,-3.0000000000000136e-9,-2.4032649509999824
6.000000000000001e-9,-2.5000000000000158e-9,-2.403264951000013
6.000000000000001e-9,-2.000000000000018e-9,-2.4032649509999873
6.000000000000001e-9,-1.5000000000000068e-9,-2.4032649509999957
6.000000000000001e-9,-1.000000000000009e-9,-2.4032649510000126
6.000000000000001e-9,-5.000000000000111e-10,-2.4032649510000024
6.000000000000001e-9,-1.3234889800848443e-23,-2.4032649509999926
6.000000000000001e-9,4.999999999999846e-10,-2.4032649509999873
6.000000000000001e-9,9.999999999999825e-10,-2.403264950999983
6.000000000000001e-9,1.4999999999999936e-9,-2.4032649509999993
6.000000000000001e-9,1.9999999999999914e-9,-2.403264950999998
6.000000000000001e-9,2.4999999999999893e-9,-2.403264950999988
6.000000000000001e-9,2.999999999999987e-9,-2.403264951000013
6.000000000000001e-9,3.499999999999985e-9,-2.403264951000013
6.000000000000001e-9,3.999999999999983e-9,-2.4032649509999926
6.000000000000001e-9,4.499999999999994e-9,-2.403264950999951
6.000000000000001e-9,4.999999999999992e-9,-2.4032649509999224
6.000000000000001e-9,5.49999999999999e-9,-2.403264950999935
6.000000000000001e-9,5.9999999999999876e-9,-2.4032649509999926
6.000000000000001e-9,6.499999999999985e-9,-2.403264951000118
6.000000000000001e-9,6.9999999999999965e-9,-2.40326495100003
6.000000000000001e-9,7.499999999999981e-9,-2.403264950999932
6.000000000000001e-9,7.999999999999992e-9,-2.40326495100002
6.000000000000001e-9,8.49999999999999e-9,-2.4032649510000526
6.000000000000001e-9,8.999999999999988e-9,-2.4032649510000526
6.000000000000001e-9,9.499999999999986e-9,-2.403264951000032
6.000000000000001e-9,9.999999999999984e-9,-2.4032649510000024
6.000000000000001e-9,1.0499999999999995e-8,-2.4032649510000006
6.000000000000001e-9,1.0999999999999993e-8,-2.4032649509999335
6.000000000000001e-9,1.149999999999999e-8,-2.4032649509999358
6.000000000000001e-9,1.1999999999999988e-8,-2.403264951000014
6.000000000000001e-9,1.2499999999999986e-8,-2.4032649509999353
6.000000000000001e-9,1.2999999999999984e-8,-2.403264950999934
6.000000000000001e-9,1.3499999999999982e-8,-2.4032649509999993
6.000000000000001e-9,1.3999999999999993e-8,-2.4032649509999207
6.000000000000001e-9,1.4499999999999991e-8,-2.4032649510000526
6.000000000000001e-9,1.499999999999999e-8,-2.403264951000131
6.000000000000001e-9,1.5499999999999987e-8,-2.4032649510000557
6.000000000000001e-9,1.5999999999999984e-8,-2.403264951000054
6.000000000000001e-9,1.6499999999999982e-8,-2.403264950999932
6.000000000000001e-9,1.699999999999998e-8,-2.4032649510000823
6.000000000000001e-9,1.749999999999999e-8,-2.4032649510002004
6.000000000000001e-9,1.799999999999999e-8,-2.403264950999893
6.000000000000001e-9,1.8499999999999987e-8,-2.403264950999893
6.000000000000001e-9,1.8999999999999985e-8,-2.4032649510002084
6.000000000000001e-9,1.9499999999999983e-8,-2.4032649509999024
6.000000000000001e-9,1.9999999999999994e-8,-2.403264950999491
6.000000000000001e-9,2.0499999999999992e-8,-2.4032649509992865
6.000000000000001e-9,2.099999999999999e-8,-2.4032649509977366
6.000000000000001e-9,2.1499999999999987e-8,-2.40326495099015
6.000000000000001e-9,2.1999999999999985e-8,-2.403264950960822
6.000000000000001e-9,2.2499999999999996e-8,-2.4032649508494686
6.000000000000001e-9,2.299999999999998e-8,-2.4032649504689454
6.000000000000001e-9,2.3499999999999992e-8,-2.4032649493702234
6.000000000000001e-9,2.3999999999999977e-8,-2.40326494644929
6.000000000000001e-9,2.4499999999999988e-8,-2.403264938796374
6.000000000000001e-9,2.5e-8,-2.403264918840972
6.000000000000001e-9,2.5499999999999983e-8,-2.4032648661878473
6.000000000000001e-9,2.5999999999999995e-8,-2.4032647228856527
6.000000000000001e-9,2.649999999999998e-8,-2.4032643216010654
6.000000000000001e-9,2.699999999999999e-8,-2.403263183353236
6.000000000000001e-9,2.75e-8,-2.403259942578572
6.000000000000001e-9,2.7999999999999986e-8,-2.4032507604270297
6.000000000000001e-9,2.8499999999999997e-8,-2.403225230467288
6.000000000000001e-9,2.8999999999999982e-8,-2.4031562197016423
6.000000000000001e-9,2.9499999999999993e-8,-2.4029748500564323
6.000000000000001e-9,2.999999999999998e-8,-2.4025123777881543
6.000000000000001e-9,3.049999999999999e-8,-2.4013757689555892
6.000000000000001e-9,3.1e-8,-2.398686401074241
6.000000000000001e-9,3.1499999999999984e-8,-2.3926292516253262
6.000000000000001e-9,3.1999999999999995e-8,-2.380190580256861
6.000000000000001e-9,3.249999999999998e-8,-2.358065886756808
6.000000000000001e-9,3.299999999999999e-8,-2.3248463129935963
6.000000000000001e-9,3.3499999999999976e-8,-2.2819169842652482
6.000000000000001e-9,3.399999999999999e-8,-2.230720961249767
6.000000000000001e-9,3.45e-8,-2.171031236116197
6.000000000000001e-9,3.499999999999998e-8,-2.1049304845736296
6.000000000000001e-9,3.5499999999999994e-8,-2.037876999360433
6.000000000000001e-9,3.599999999999998e-8,-1.9729660998998741
6.000000000000001e-9,3.649999999999999e-8,-1.9088437302225028
6.000000000000001e-9,3.6999999999999974e-8,-1.8434804166291996
6.000000000000001e-9,3.7499999999999985e-8,-1.7774764801750678
6.000000000000001e-9,3.7999999999999996e-8,-1.7133730779466554
6.000000000000001e-9,3.849999999999998e-8,-1.6523186908500347
6.000000000000001e-9,3.899999999999999e-8,-1.593004703355907
6.000000000000001e-9,3.9499999999999977e-8,-1.534022435698208
6.000000000000001e-9,3.999999999999999e-8,-1.47585595259208
6.000000000000001e-9,4.05e-8,-1.420149488176828
