#HEADER
Time (s),0
#DATA
Ryz (m),X (m),Defect Charge Density (C \cdot cm^{-3})
6.000000000000001e-9,-9.750000000000002e-8,-1.7750992616884018
6.000000000000001e-9,-9.416666666666668e-8,-1.770316756623712
6.000000000000001e-9,-9.083333333333335e-8,-1.7550403424963634
6.000000000000001e-9,-8.750000000000002e-8,-1.7270479627741664
6.000000000000001e-9,-8.416666666666669e-8,-1.6841529122309127
6.000000000000001e-9,-8.083333333333335e-8,-1.6233589107832347
6.000000000000001e-9,-7.750000000000001e-8,-1.5400891372530996
6.000000000000001e-9,-7.416666666666669e-8,-1.435296148327788
6.000000000000001e-9,-7.083333333333335e-8,-1.3182391134926812
6.000000000000001e-9,-6.750000000000002e-8,-1.2023099642012425
6.000000000000001e-9,-6.472222222222224e-8,-1.1076354857463753
6.000000000000001e-9,-6.194444444444446e-8,-1.0465054441366872
6.000000000000001e-9,-5.916666666666668e-8,-1.0177065786534696
6.000000000000001e-9,-5.63888888888889e-8,-1.0216021852377897
6.000000000000001e-9,-5.3611111111111124e-8,-1.0622091557634208
6.000000000000001e-9,-5.0833333333333345e-8,-1.1506563700494787
6.000000000000001e-9,-4.8055555555555573e-8,-1.3002945605074507
6.000000000000001e-9,-4.527777777777779e-8,-1.5039859145433916
6.000000000000001e-9,-4.2500000000000017e-8,-1.704133864911841
6.000000000000001e-9,-4.200000000000002e-8,-1.8462700917586288
6.000000000000001e-9,-4.1500000000000014e-8,-1.942583181561051
6.000000000000001e-9,-4.1000000000000016e-8,-2.0279660233001207
6.000000000000001e-9,-4.050000000000002e-8,-2.112373323999431
6.000000000000001e-9,-4.0000000000000014e-8,-2.187390448522791
6.000000000000001e-9,-3.9500000000000016e-8,-2.248891076870718
6.000000000000001e-9,-3.900000000000002e-8,-2.2996486013609956
6.000000000000001e-9,-3.8500000000000014e-8,-2.34099698670019
6.000000000000001e-9,-3.8000000000000016e-8,-2.370571164818534
6.000000000000001e-9,-3.750000000000001e-8,-2.388215823734133
6.000000000000001e-9,-3.7000000000000014e-8,-2.397200235194725
6.000000000000001e-9,-3.6500000000000016e-8,-2.401106740845281
6.000000000000001e-9,-3.600000000000002e-8,-2.402542952043131
6.000000000000001e-9,-3.550000000000002e-8,-2.403022095442659
6.000000000000001e-9,-3.500000000000001e-8,-2.4031827936761596
6.000000000000001e-9,-3.450000000000001e-8,-2.403237855002442
6.000000000000001e-9,-3.400000000000001e-8,-2.4032562815077667
6.000000000000001e-9,-3.3500000000000015e-8,-2.403262185337901
6.000000000000001e-9,-3.300000000000002e-8,-2.4032640760422534
6.000000000000001e-9,-3.250000000000002e-8,-2.403264697815586
6.000000000000001e-9,-3.200000000000002e-8,-2.4032648885267838
6.000000000000001e-9,-3.150000000000001e-8,-2.4032649373278536
6.000000000000001e-9,-3.100000000000001e-8,-2.4032649481165516
6.000000000000001e-9,-3.0500000000000015e-8,-2.403264950416079
6.000000000000001e-9,-3.000000000000002e-8,-2.4032649508910136
6.000000000000001e-9,-2.950000000000002e-8,-2.403264950980944
6.000000000000001e-9,-2.900000000000002e-8,-2.403264950996846
6.000000000000001e-9,-2.850000000000001e-8,-2.4032649509994837
